fiche_id,source_file,page_key,document_type,match_tier,match_score,client_score,address_score,client_raw,address_raw,client_gold,address_gold,full_name_gold,maintenance_number,date_raw,time_raw,service_date,service_time,technician_name,sav_numbers,service_types_active,controle_diffuseur_recharge,recharge_bouteille_effectuee,probleme_rencontree_raw,probleme_rencontree_code,solution_proposee,satisfied_service,parfum_bien_diffuse,signature_present
Aromair_01_06:page_1:014932,aromair_01_06__page_1__014932.json,page_1,client_maintenance_form,exact,1.0,1.0,1.0,ORIFLAME,Kram,Oriflame,Kram,Oriflame  Kram,014932,31/01/25,12H40,2025-01-31,12:40:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""RECUPERATION DIFFUSEUR"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""ASTREE POUR REPARATION"", ""model_diffuseur"": ""Astree"", ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],,,,,,True
Aromair_01_06:page_2:014933,aromair_01_06__page_2__014933.json,page_2,client_maintenance_form,exact,1.0,1.0,1.0,SPECTRA,Kram,Spectra,Kram,Spectra  Kram,014933,31/01/25,19H,2025-01-31,19:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ASTREE RDC"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""RDC"", ""reference_diffuseur_raw"": ""WIFI"", ""reference_diffuseur"": ""WIFI"", ""nom_parfum"": ""FE3"", ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""V"", ""qte_parfum_existante"": null, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""8H-13H30"", ""motif_arret"": null}]",[],LIV ASTREE Mise en marche WIFI PPC LIV 300 ML FT / RECUP ICEBERG,LIV,,,,True
Aromair_01_06:page_3:014934,aromair_01_06__page_3__014934.json,page_3,client_maintenance_form,review,0.829,0.714,1.0,MINARA,Sidi Bou Said,El Mnara,Sidi Bou Said,El Mnara Sidi Bou Said,014934,31/01/25,14H15,2025-01-31,14:15:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""Zeephir"", ""model_diffuseur"": null, ""emplacement"": ""\""-1\"""", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""V"", ""qte_parfum_existante"": null, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""12/16"", ""plage_horaire_diffusion"": ""8-18"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""Zeephir"", ""model_diffuseur"": null, ""emplacement"": ""\""-1\"""", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""V"", ""qte_parfum_existante"": null, ""qualite_diffusion"": ""D"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""12/16"", ""plage_horaire_diffusion"": ""8-22"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""12/16"", ""plage_horaire_fonctionnement"": ""16-18"", ""emplacement"": ""\""-1\""""}, {""ml"": 300, ""parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""12/16"", ""plage_horaire_fonctionnement"": ""16-18"", ""emplacement"": ""\""-1\""""}]","LIV 2 x 300 + 1/-1
2 x 300 ML FM",LIV,,,,True
Aromair_01_06:page_4:014931,aromair_01_06__page_4__014931.json,page_4,client_maintenance_form,exact,1.0,1.0,1.0,Ooredoo,Lac2,Ooredoo,Lac2,Ooredoo  Lac2,014931,31/01/25,11H30,2025-01-31,11:30:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""Zeephir"", ""model_diffuseur"": null, ""emplacement"": ""2L"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""118"", ""qte_parfum_existante"": 118, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""20"", ""plage_horaire_diffusion"": ""Manuel"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""Zeephir"", ""model_diffuseur"": null, ""emplacement"": ""2L"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""161"", ""qte_parfum_existante"": 161, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": ""20"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Zeephir"", ""model_diffuseur"": null, ""emplacement"": ""RDC"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""202"", ""qte_parfum_existante"": 202, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": ""20"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""20"", ""plage_horaire_fonctionnement"": ""7-17H"", ""emplacement"": ""2L""}, {""ml"": 300, ""parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""20"", ""plage_horaire_fonctionnement"": ""7-17H"", ""emplacement"": ""2L""}, {""ml"": 300, ""parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""20"", ""plage_horaire_fonctionnement"": ""7-17H"", ""emplacement"": ""RDC""}]",LIV 3 x 300 ML FM,LIV,,,,True
Aromair_01_07:page_121:015023,aromair_01_07__page_121__015023.json,page_121,client_maintenance_form,review,0.657,0.421,1.0,STRAP,Menzah5,Strass Menzah5,Menzah5,Strass Menzah5 Menzah5,015023,27/02/25,14H30,2025-02-27,14:30:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR300 entrée"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""189"", ""qte_parfum_existante"": 189, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-6"", ""plage_horaire_diffusion"": ""9-17H"", ""motif_arret"": null}]",[],Visite Tête Boucher / changer tête Diffusion OK,,,,,False
Aromair_01_07:page_122:015021,aromair_01_07__page_122__015021.json,page_122,client_maintenance_form,exact,0.973,1.0,0.933,Residence Khadija,Jardin Carthage,Residence Khadija,Jardins Cathage,Residence Khadija Jardins Cathage,015021,27/02/25,12H45,2025-02-27,12:45:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ZEE300"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""Wifi"", ""reference_diffuseur"": ""WIFI"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5-10"", ""plage_horaire_fonctionnement"": null, ""emplacement"": ""ENTREE""}]",Livraison 300ml FDE2,LIV,,,,False
Aromair_01_07:page_123:015022,aromair_01_07__page_123__015022.json,page_123,client_maintenance_form,review,0.6,1.0,0.0,VILLA DIDON,,Villa Didon,Carthage,Villa Didon Carthage,015022,27/02/25,11H,2025-02-27,11:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ZEE300 entrée"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""79"", ""qte_parfum_existante"": 79, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-8"", ""plage_horaire_diffusion"": ""9-17H / 17H-22H"", ""motif_arret"": null}]","[{""ml"": 600, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""5-8"", ""plage_horaire_fonctionnement"": ""9-17H / 17H-22H"", ""emplacement"": ""ENTREE""}]",Livraison 600ml pour Villa Didon,LIV,,,,True
Aromair_01_07:page_124:015018,aromair_01_07__page_124__015018.json,page_124,client_maintenance_form,good,0.894,0.824,1.0,Ceram M,GP9,Ceram Home,GP9,Ceram Home  GP9,015018,27/02/25,11H,2025-02-27,11:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""Retour un seul diffuseur pour CERAM GP9"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],,,,,,True
Aromair_01_07:page_125:015024,aromair_01_07__page_125__015024.json,page_125,client_maintenance_form,good,0.943,1.0,0.857,OBIOSKIN,Menzah7,Obioskin,Menzah9,Obioskin  Menzah9,015024,27/02/25,12H10,2025-02-27,12:10:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-60"", ""plage_horaire_diffusion"": ""8H-12H / 12H-18H30"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5-10"", ""plage_horaire_fonctionnement"": ""8H-12H / 12H-18H30"", ""emplacement"": ""ENTREE""}]",LIV 300 ML FDE3,LIV,,,,True
Aromair_01_07:page_126:015028,aromair_01_07__page_126__015028.json,page_126,client_maintenance_form,exact,1.0,1.0,1.0,Game Production,GP9,Game Production,GP9,Game Production  GP9,015028,28/02/25,13H51,2025-02-28,13:51:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""CENTRAL"", ""model_diffuseur"": null, ""emplacement"": ""Salle"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""180/240"", ""plage_horaire_diffusion"": ""13H40-16H30"", ""motif_arret"": ""16H-16H30 / 18-22""}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""180/240"", ""plage_horaire_fonctionnement"": ""13H-16H30"", ""emplacement"": ""Salle""}]",LIV 300ML PO,LIV,,,,True
Aromair_01_07:page_127:015008,aromair_01_07__page_127__015008.json,page_127,client_maintenance_form,exact,1.0,1.0,1.0,CITY LOFT,Soukra,City Loft,Soukra,City Loft  Soukra,015008,27/02/25,16H20,2025-02-27,16:20:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""Reparation de diffuseur"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],,,,,,True
Aromair_01_07:page_128:015027,aromair_01_07__page_128__015027.json,page_128,client_maintenance_form,exact,1.0,1.0,1.0,SLIM OPTIC,Lac1,Slim Optic,Lac1,Slim Optic  Lac1,015027,28/02/25,13H15,2025-02-28,13:15:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ICEBERG FOND"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""Fond"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""72"", ""qte_parfum_existante"": 72, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": ""9H30-17H / 17H-20H"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""ICEBERG VITRINE"", ""model_diffuseur"": ""Iceberg"", ""emplacement"": ""VITRINE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": ""9H30-17H / 17H-20H"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5-10"", ""plage_horaire_fonctionnement"": null, ""emplacement"": ""Fond""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5-10"", ""plage_horaire_fonctionnement"": null, ""emplacement"": ""VITRINE""}]",Livraison 300ML FOND / VITRINE,LIV,,,,True
Aromair_01_07:page_129:015019,aromair_01_07__page_129__015019.json,page_129,client_maintenance_form,good,0.94,0.9,1.0,Tony Nasr GP9,GP9,Tony Nasr,GP9,Tony Nasr  GP9,015019,27/02/25,1H35,2025-02-27,01:35:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AROMAIR 100"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""16"", ""qte_parfum_existante"": 16, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5/10"", ""plage_horaire_diffusion"": ""11-19H"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""11H-19H"", ""emplacement"": ""ENTREE""}]",LIV 300ML FDE2 TONY NASR GP9,LIV,,,,True
Aromair_01_07:page_130:015029,aromair_01_07__page_130__015029.json,page_130,client_maintenance_form,review,0.545,0.909,0.0,Ooredoo CDS,,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,015029,27/02/25,17H00,2025-02-27,17:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""CENTRAL"", ""model_diffuseur"": null, ""emplacement"": ""9ème"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": null, ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""11"", ""model_diffuseur"": null, ""emplacement"": ""2ème"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": null, ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""CENTRAL"", ""model_diffuseur"": null, ""emplacement"": ""10ème"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": null, ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": null, ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""6/14"", ""plage_horaire_fonctionnement"": ""7-16"", ""emplacement"": ""9ème""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""7-16"", ""emplacement"": ""2ème""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""7-16"", ""emplacement"": ""10ème""}]",LIV 300ML x3,LIV,,,,True
Aromair_01_07:page_131:015026,aromair_01_07__page_131__015026.json,page_131,client_maintenance_form,good,0.94,0.9,1.0,Clinique Alyssa Lac1,Lac1,Clinique Alyssa,Lac1,Clinique Alyssa  Lac1,015026,28/02/25,11H45,2025-02-28,11:45:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ZEE300"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""163"", ""qte_parfum_existante"": 163, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""3-12"", ""plage_horaire_diffusion"": ""8-14H"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": ""FM"", ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""3-12"", ""plage_horaire_fonctionnement"": ""8-14H"", ""emplacement"": ""ENTREE""}]",Livraison 300ML FM,LIV,,,,True
Aromair_01_07:page_133:015007,aromair_01_07__page_133__015007.json,page_133,client_maintenance_form,review,,,,Palma Soukra,Megrine,Residence Palma,Soukra,Residence Palma Soukra,015007,27/02/25,16H30,2025-02-27,16:30:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""AR300"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""ACCAL"", ""reference_diffuseur_raw"": ""AFF"", ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""189"", ""qte_parfum_existante"": 189, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-60"", ""plage_horaire_diffusion"": ""8-22H"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""AR300 WC"", ""model_diffuseur"": ""Aromair100"", ""emplacement"": ""WC"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""169"", ""qte_parfum_existante"": 169, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""3-8"", ""plage_horaire_diffusion"": ""08-22H"", ""motif_arret"": null}, {""model_diffuseur_raw"": ""ZEE300"", ""model_diffuseur"": ""Zee300"", ""emplacement"": ""ENTREE"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""qte_parfum_existante_raw"": ""59"", ""qte_parfum_existante"": 59, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""3-8"", ""plage_horaire_diffusion"": ""11H30-18H"", ""motif_arret"": null}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""3-2"", ""plage_horaire_fonctionnement"": ""9H-17H / 11H30-22H"", ""emplacement"": ""ENTREE""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""3-2"", ""plage_horaire_fonctionnement"": ""9H-17H / 11H30-22H"", ""emplacement"": ""ENTREE""}, {""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""V"", ""reference_bouteille"": ""Vrag (V)"", ""frequence_diffusion"": ""3-2"", ""plage_horaire_fonctionnement"": ""9H-17H / 11H30-22H"", ""emplacement"": ""ENTREE""}]",Livraison Zee 300 + AR300,LIV,,,,True
Aromair_01_07:page_134:015025,aromair_01_07__page_134__015025.json,page_134,client_maintenance_form,exact,1.0,1.0,1.0,DAR ZARROUK,Sidi Bou Said,Dar Zarrouk,Sidi Bou Said,Dar Zarrouk  Sidi Bou Said,015025,28/02/25,12H00,2025-02-28,12:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]",[],[],Changement horaire de 17H30 à 21H,,,,,False
Aromair_03_01:page_10:015012,aromair_03_01__page_10__015012.json,page_10,client_maintenance_form,good,0.96,0.933,1.0,DORA ARCHITECT,Marsa,Dorra Architecte,Marsa,Dorra Architecte  Marsa,015012,27/02/25,16H15,2025-02-27,16:15:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""ASTREE"", ""model_diffuseur"": ""Astree"", ""emplacement"": ""Bureau"", ""reference_diffuseur_raw"": ""BT"", ""reference_diffuseur"": ""BT"", ""nom_parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""qte_parfum_existante_raw"": ""O"", ""qte_parfum_existante"": 0, ""qualite_diffusion"": ""B"", ""fuite"": ""N"", ""en_marche_arret"": ""M"", ""frequence_diffusion_existante"": ""5-10"", ""plage_horaire_diffusion"": ""8H30-11H"", ""motif_arret"": ""5/10""}]","[{""ml"": 300, ""parfum"": null, ""reference_bouteille_raw"": ""S"", ""reference_bouteille"": ""Simple (S)"", ""frequence_diffusion"": ""5/10"", ""plage_horaire_fonctionnement"": ""8H30-11H"", ""emplacement"": ""Bureau""}]",Livraison 300ml pour DORA,LIV,,,,True
Aromair_03_01:page_11:015004,aromair_03_01__page_11__015004.json,page_11,client_maintenance_form,review,0.842,0.737,1.0,TUNIS COM,Soukra,Tuniscount,Soukra,Tuniscount Soukra,015004,29/02/25,11H,,11:00:00,,"[""99 289 544"", ""99 289 543""]","[""livraison"", ""visite""]","[{""model_diffuseur_raw"": ""Echange bouteille RG 300ml"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}, {""model_diffuseur_raw"": ""Cuisine Soukra"", ""model_diffuseur"": null, ""emplacement"": null, ""reference_diffuseur_raw"": null, ""reference_diffuseur"": null, ""nom_parfum"": null, ""reference_bouteille_raw"": null, ""reference_bouteille"": null, ""qte_parfum_existante_raw"": null, ""qte_parfum_existante"": null, ""qualite_diffusion"": null, ""fuite"": null, ""en_marche_arret"": null, ""frequence_diffusion_existante"": null, ""plage_horaire_diffusion"": null, ""motif_arret"": null}]",[],,,,,,True
